date,store,product,series_id,day_index,weekday,is_promo,demand
2025-05-29,S1,P2,S1_P2,514,3,False,51
2025-05-30,S1,P2,S1_P2,515,4,False,76
2025-05-31,S1,P2,S1_P2,516,5,False,48
2025-06-01,S1,P2,S1_P2,517,6,False,196
2025-06-02,S1,P2,S1_P2,518,0,False,68
2025-06-03,S1,P2,S1_P2,519,1,True,161
2025-06-04,S1,P2,S1_P2,520,2,False,62
2025-06-05,S1,P2,S1_P2,521,3,False,125
2025-06-06,S1,P2,S1_P2,522,4,False,139
2025-06-07,S1,P2,S1_P2,523,5,False,112
2025-06-08,S1,P2,S1_P2,524,6,False,58
2025-06-09,S1,P2,S1_P2,525,0,False,91
2025-06-10,S1,P2,S1_P2,526,1,False,31
2025-06-11,S1,P2,S1_P2,527,2,False,90
2025-06-12,S1,P2,S1_P2,528,3,False,80
2025-06-13,S1,P2,S1_P2,529,4,False,143
2025-06-14,S1,P2,S1_P2,530,5,False,244
2025-06-15,S1,P2,S1_P2,531,6,False,99
2025-06-16,S1,P2,S1_P2,532,0,False,94
2025-06-17,S1,P2,S1_P2,533,1,False,111
2025-06-18,S1,P2,S1_P2,534,2,False,40
2025-06-19,S1,P2,S1_P2,535,3,False,132
2025-06-20,S1,P2,S1_P2,536,4,False,108
2025-06-21,S1,P2,S1_P2,537,5,True,139
2025-06-22,S1,P2,S1_P2,538,6,False,73
2025-06-23,S1,P2,S1_P2,539,0,False,101
2025-06-24,S1,P2,S1_P2,540,1,False,90
2025-06-25,S1,P2,S1_P2,541,2,False,52
2025-06-26,S1,P2,S1_P2,542,3,False,96
2025-06-27,S1,P2,S1_P2,543,4,False,117
2025-06-28,S1,P2,S1_P2,544,5,False,177
2025-06-29,S1,P2,S1_P2,545,6,False,136
2025-06-30,S1,P2,S1_P2,546,0,True,200
2025-07-01,S1,P2,S1_P2,547,1,False,123
2025-07-02,S1,P2,S1_P2,548,2,False,95
2025-07-03,S1,P2,S1_P2,549,3,False,94
2025-07-04,S1,P2,S1_P2,550,4,False,41
2025-07-05,S1,P2,S1_P2,551,5,True,134
2025-07-06,S1,P2,S1_P2,552,6,False,98
2025-07-07,S1,P2,S1_P2,553,0,False,59
2025-07-08,S1,P2,S1_P2,554,1,False,91
2025-07-09,S1,P2,S1_P2,555,2,False,57
2025-07-10,S1,P2,S1_P2,556,3,False,256
2025-07-11,S1,P2,S1_P2,557,4,False,100
2025-07-12,S1,P2,S1_P2,558,5,False,81
2025-07-13,S1,P2,S1_P2,559,6,False,111
2025-07-14,S1,P2,S1_P2,560,0,False,61
2025-07-15,S1,P2,S1_P2,561,1,False,131
2025-07-16,S1,P2,S1_P2,562,2,False,75
2025-07-17,S1,P2,S1_P2,563,3,False,69
2025-07-18,S1,P2,S1_P2,564,4,False,131
2025-07-19,S1,P2,S1_P2,565,5,False,204
2025-07-20,S1,P2,S1_P2,566,6,False,139
2025-07-21,S1,P2,S1_P2,567,0,False,75
2025-07-22,S1,P2,S1_P2,568,1,False,144
2025-07-23,S1,P2,S1_P2,569,2,False,30
2025-07-24,S1,P2,S1_P2,570,3,False,60
2025-07-25,S1,P2,S1_P2,571,4,False,130
2025-07-26,S1,P2,S1_P2,572,5,False,242
2025-07-27,S1,P2,S1_P2,573,6,False,45
2025-07-28,S1,P2,S1_P2,574,0,False,91
2025-07-29,S1,P2,S1_P2,575,1,False,69
2025-07-30,S1,P2,S1_P2,576,2,False,56
2025-07-31,S1,P2,S1_P2,577,3,True,120
2025-08-01,S1,P2,S1_P2,578,4,False,202
2025-08-02,S1,P2,S1_P2,579,5,False,92
2025-08-03,S1,P2,S1_P2,580,6,False,136
2025-08-04,S1,P2,S1_P2,581,0,False,114
2025-08-05,S1,P2,S1_P2,582,1,False,129
2025-08-06,S1,P2,S1_P2,583,2,False,79
2025-08-07,S1,P2,S1_P2,584,3,False,90
2025-08-08,S1,P2,S1_P2,585,4,False,125
2025-08-09,S1,P2,S1_P2,586,5,False,219
2025-08-10,S1,P2,S1_P2,587,6,False,243
2025-08-11,S1,P2,S1_P2,588,0,False,109
2025-08-12,S1,P2,S1_P2,589,1,False,91
2025-08-13,S1,P2,S1_P2,590,2,False,40
2025-08-14,S1,P2,S1_P2,591,3,False,86
2025-08-15,S1,P2,S1_P2,592,4,False,157
2025-08-16,S1,P2,S1_P2,593,5,False,88
2025-08-17,S1,P2,S1_P2,594,6,False,105
2025-08-18,S1,P2,S1_P2,595,0,False,91
2025-08-19,S1,P2,S1_P2,596,1,False,48
2025-08-20,S1,P2,S1_P2,597,2,False,70
2025-08-21,S1,P2,S1_P2,598,3,False,77
2025-08-22,S1,P2,S1_P2,599,4,False,56
2025-08-23,S1,P2,S1_P2,600,5,False,103
2025-08-24,S1,P2,S1_P2,601,6,True,164
2025-08-25,S1,P2,S1_P2,602,0,False,125
2025-08-26,S1,P2,S1_P2,603,1,False,100
2025-08-27,S1,P2,S1_P2,604,2,False,98
2025-08-28,S1,P2,S1_P2,605,3,False,56
2025-08-29,S1,P2,S1_P2,606,4,False,103
2025-08-30,S1,P2,S1_P2,607,5,False,68
2025-08-31,S1,P2,S1_P2,608,6,True,180
2025-09-01,S1,P2,S1_P2,609,0,False,174
2025-09-02,S1,P2,S1_P2,610,1,False,140
2025-09-03,S1,P2,S1_P2,611,2,False,185
2025-09-04,S1,P2,S1_P2,612,3,False,93
2025-09-05,S1,P2,S1_P2,613,4,False,63
2025-09-06,S1,P2,S1_P2,614,5,False,161
2025-09-07,S1,P2,S1_P2,615,6,False,80
2025-09-08,S1,P2,S1_P2,616,0,False,99
2025-09-09,S1,P2,S1_P2,617,1,False,92
2025-09-10,S1,P2,S1_P2,618,2,False,72
2025-09-11,S1,P2,S1_P2,619,3,False,165
2025-09-12,S1,P2,S1_P2,620,4,False,62
2025-09-13,S1,P2,S1_P2,621,5,False,52
2025-09-14,S1,P2,S1_P2,622,6,False,113
2025-09-15,S1,P2,S1_P2,623,0,False,84
2025-09-16,S1,P2,S1_P2,624,1,False,49
2025-09-17,S1,P2,S1_P2,625,2,False,86
2025-09-18,S1,P2,S1_P2,626,3,False,73
2025-09-19,S1,P2,S1_P2,627,4,False,45
2025-09-20,S1,P2,S1_P2,628,5,False,86
2025-09-21,S1,P2,S1_P2,629,6,False,70
2025-09-22,S1,P2,S1_P2,630,0,False,36
2025-09-23,S1,P2,S1_P2,631,1,False,109
2025-09-24,S1,P2,S1_P2,632,2,False,142
2025-09-25,S1,P2,S1_P2,633,3,False,119
2025-09-26,S1,P2,S1_P2,634,4,False,132
2025-09-27,S1,P2,S1_P2,635,5,False,90
2025-09-28,S1,P2,S1_P2,636,6,True,172
2025-09-29,S1,P2,S1_P2,637,0,False,104
2025-09-30,S1,P2,S1_P2,638,1,False,66
2025-10-01,S1,P2,S1_P2,639,2,False,203
2025-10-02,S1,P2,S1_P2,640,3,False,75
2025-10-03,S1,P2,S1_P2,641,4,False,110
2025-10-04,S1,P2,S1_P2,642,5,False,152
2025-10-05,S1,P2,S1_P2,643,6,False,115
2025-10-06,S1,P2,S1_P2,644,0,False,81
2025-10-07,S1,P2,S1_P2,645,1,False,100
2025-10-08,S1,P2,S1_P2,646,2,False,82
2025-10-09,S1,P2,S1_P2,647,3,False,90
2025-10-10,S1,P2,S1_P2,648,4,False,82
2025-10-11,S1,P2,S1_P2,649,5,False,123
2025-10-12,S1,P2,S1_P2,650,6,False,69
2025-10-13,S1,P2,S1_P2,651,0,False,112
2025-10-14,S1,P2,S1_P2,652,1,False,99
2025-10-15,S1,P2,S1_P2,653,2,False,51
2025-10-16,S1,P2,S1_P2,654,3,False,103
2025-10-17,S1,P2,S1_P2,655,4,False,171
2025-10-18,S1,P2,S1_P2,656,5,False,173
2025-10-19,S1,P2,S1_P2,657,6,False,137
2025-10-20,S1,P2,S1_P2,658,0,False,60
2025-10-21,S1,P2,S1_P2,659,1,False,102
2025-10-22,S1,P2,S1_P2,660,2,False,102
2025-10-23,S1,P2,S1_P2,661,3,False,128
2025-10-24,S1,P2,S1_P2,662,4,False,99
2025-10-25,S1,P2,S1_P2,663,5,False,166
2025-10-26,S1,P2,S1_P2,664,6,True,332
2025-10-27,S1,P2,S1_P2,665,0,False,93
2025-10-28,S1,P2,S1_P2,666,1,False,86
2025-10-29,S1,P2,S1_P2,667,2,False,79
2025-10-30,S1,P2,S1_P2,668,3,False,83
2025-10-31,S1,P2,S1_P2,669,4,False,114
2025-11-01,S1,P2,S1_P2,670,5,False,124
2025-11-02,S1,P2,S1_P2,671,6,False,107
2025-11-03,S1,P2,S1_P2,672,0,False,63
2025-11-04,S1,P2,S1_P2,673,1,False,75
2025-11-05,S1,P2,S1_P2,674,2,False,65
2025-11-06,S1,P2,S1_P2,675,3,False,85
2025-11-07,S1,P2,S1_P2,676,4,False,101
2025-11-08,S1,P2,S1_P2,677,5,False,141
2025-11-09,S1,P2,S1_P2,678,6,False,73
2025-11-10,S1,P2,S1_P2,679,0,False,48
2025-11-11,S1,P2,S1_P2,680,1,False,49
2025-11-12,S1,P2,S1_P2,681,2,False,75
2025-11-13,S1,P2,S1_P2,682,3,True,151
2025-11-14,S1,P2,S1_P2,683,4,False,81
2025-11-15,S1,P2,S1_P2,684,5,False,53
2025-11-16,S1,P2,S1_P2,685,6,False,127
2025-11-17,S1,P2,S1_P2,686,0,False,75
2025-11-18,S1,P2,S1_P2,687,1,False,103
2025-11-19,S1,P2,S1_P2,688,2,False,174
2025-11-20,S1,P2,S1_P2,689,3,False,104
2025-11-21,S1,P2,S1_P2,690,4,False,99
2025-11-22,S1,P2,S1_P2,691,5,False,151
2025-11-23,S1,P2,S1_P2,692,6,False,56
2025-11-24,S1,P2,S1_P2,693,0,False,85
2025-11-25,S1,P2,S1_P2,694,1,False,94
2025-11-26,S1,P2,S1_P2,695,2,False,147
2025-11-27,S1,P2,S1_P2,696,3,False,161
2025-11-28,S1,P2,S1_P2,697,4,False,82
2025-11-29,S1,P2,S1_P2,698,5,False,152
2025-11-30,S1,P2,S1_P2,699,6,False,151
2024-01-01,S2,P1,S2_P1,0,0,False,20
2024-01-02,S2,P1,S2_P1,1,1,False,18
2024-01-03,S2,P1,S2_P1,2,2,False,13
2024-01-04,S2,P1,S2_P1,3,3,False,55
2024-01-05,S2,P1,S2_P1,4,4,False,21
2024-01-06,S2,P1,S2_P1,5,5,False,47
2024-01-07,S2,P1,S2_P1,6,6,False,61
2024-01-08,S2,P1,S2_P1,7,0,False,53
2024-01-09,S2,P1,S2_P1,8,1,False,42
2024-01-10,S2,P1,S2_P1,9,2,False,46
2024-01-11,S2,P1,S2_P1,10,3,False,62
2024-01-12,S2,P1,S2_P1,11,4,False,70
2024-01-13,S2,P1,S2_P1,12,5,False,71
2024-01-14,S2,P1,S2_P1,13,6,False,52
2024-01-15,S2,P1,S2_P1,14,0,False,36
2024-01-16,S2,P1,S2_P1,15,1,False,29
2024-01-17,S2,P1,S2_P1,16,2,False,23
2024-01-18,S2,P1,S2_P1,17,3,False,23
2024-01-19,S2,P1,S2_P1,18,4,False,44
2024-01-20,S2,P1,S2_P1,19,5,False,89
2024-01-21,S2,P1,S2_P1,20,6,False,68
2024-01-22,S2,P1,S2_P1,21,0,False,32
2024-01-23,S2,P1,S2_P1,22,1,False,34
2024-01-24,S2,P1,S2_P1,23,2,False,28
2024-01-25,S2,P1,S2_P1,24,3,False,44
2024-01-26,S2,P1,S2_P1,25,4,False,33
2024-01-27,S2,P1,S2_P1,26,5,False,75
2024-01-28,S2,P1,S2_P1,27,6,True,104
2024-01-29,S2,P1,S2_P1,28,0,False,23
2024-01-30,S2,P1,S2_P1,29,1,False,49
2024-01-31,S2,P1,S2_P1,30,2,False,43
2024-02-01,S2,P1,S2_P1,31,3,False,80
2024-02-02,S2,P1,S2_P1,32,4,False,56
2024-02-03,S2,P1,S2_P1,33,5,False,58
2024-02-04,S2,P1,S2_P1,34,6,False,44
2024-02-05,S2,P1,S2_P1,35,0,False,34
2024-02-06,S2,P1,S2_P1,36,1,False,17
2024-02-07,S2,P1,S2_P1,37,2,False,26
2024-02-08,S2,P1,S2_P1,38,3,False,26
2024-02-09,S2,P1,S2_P1,39,4,False,49
2024-02-10,S2,P1,S2_P1,40,5,False,44
2024-02-11,S2,P1,S2_P1,41,6,False,145
2024-02-12,S2,P1,S2_P1,42,0,False,68
2024-02-13,S2,P1,S2_P1,43,1,False,24
2024-02-14,S2,P1,S2_P1,44,2,False,52
2024-02-15,S2,P1,S2_P1,45,3,False,52
2024-02-16,S2,P1,S2_P1,46,4,False,73
2024-02-17,S2,P1,S2_P1,47,5,False,48
2024-02-18,S2,P1,S2_P1,48,6,False,41
2024-02-19,S2,P1,S2_P1,49,0,False,44
2024-02-20,S2,P1,S2_P1,50,1,False,38
2024-02-21,S2,P1,S2_P1,51,2,False,36
2024-02-22,S2,P1,S2_P1,52,3,False,48
2024-02-23,S2,P1,S2_P1,53,4,False,26
2024-02-24,S2,P1,S2_P1,54,5,False,46
2024-02-25,S2,P1,S2_P1,55,6,False,98
2024-02-26,S2,P1,S2_P1,56,0,False,43
2024-02-27,S2,P1,S2_P1,57,1,False,54
2024-02-28,S2,P1,S2_P1,58,2,False,11
2024-02-29,S2,P1,S2_P1,59,3,False,38
2024-03-01,S2,P1,S2_P1,60,4,False,45
2024-03-02,S2,P1,S2_P1,61,5,False,73
2024-03-03,S2,P1,S2_P1,62,6,False,133
2024-03-04,S2,P1,S2_P1,63,0,False,16
2024-03-05,S2,P1,S2_P1,64,1,False,50
2024-03-06,S2,P1,S2_P1,65,2,False,23
2024-03-07,S2,P1,S2_P1,66,3,False,31
2024-03-08,S2,P1,S2_P1,67,4,False,49
2024-03-09,S2,P1,S2_P1,68,5,False,75
2024-03-10,S2,P1,S2_P1,69,6,False,54
2024-03-11,S2,P1,S2_P1,70,0,False,67
2024-03-12,S2,P1,S2_P1,71,1,False,29
2024-03-13,S2,P1,S2_P1,72,2,False,70
2024-03-14,S2,P1,S2_P1,73,3,False,37
2024-03-15,S2,P1,S2_P1,74,4,False,22
2024-03-16,S2,P1,S2_P1,75,5,False,49
2024-03-17,S2,P1,S2_P1,76,6,False,67
2024-03-18,S2,P1,S2_P1,77,0,False,59
2024-03-19,S2,P1,S2_P1,78,1,False,55
2024-03-20,S2,P1,S2_P1,79,2,False,30
2024-03-21,S2,P1,S2_P1,80,3,False,39
2024-03-22,S2,P1,S2_P1,81,4,False,35
2024-03-23,S2,P1,S2_P1,82,5,False,22
2024-03-24,S2,P1,S2_P1,83,6,False,36
2024-03-25,S2,P1,S2_P1,84,0,False,44
2024-03-26,S2,P1,S2_P1,85,1,False,7
2024-03-27,S2,P1,S2_P1,86,2,False,25
2024-03-28,S2,P1,S2_P1,87,3,False,63
2024-03-29,S2,P1,S2_P1,88,4,False,40
2024-03-30,S2,P1,S2_P1,89,5,False,50
2024-03-31,S2,P1,S2_P1,90,6,False,77
2024-04-01,S2,P1,S2_P1,91,0,False,36
2024-04-02,S2,P1,S2_P1,92,1,False,29
2024-04-03,S2,P1,S2_P1,93,2,False,78
2024-04-04,S2,P1,S2_P1,94,3,True,79
2024-04-05,S2,P1,S2_P1,95,4,False,26
2024-04-06,S2,P1,S2_P1,96,5,False,54
2024-04-07,S2,P1,S2_P1,97,6,False,40
2024-04-08,S2,P1,S2_P1,98,0,False,36
2024-04-09,S2,P1,S2_P1,99,1,False,22
2024-04-10,S2,P1,S2_P1,100,2,False,40
2024-04-11,S2,P1,S2_P1,101,3,False,59
2024-04-12,S2,P1,S2_P1,102,4,True,135
2024-04-13,S2,P1,S2_P1,103,5,False,60
2024-04-14,S2,P1,S2_P1,104,6,False,57
2024-04-15,S2,P1,S2_P1,105,0,False,44
2024-04-16,S2,P1,S2_P1,106,1,False,66
2024-04-17,S2,P1,S2_P1,107,2,False,70
2024-04-18,S2,P1,S2_P1,108,3,False,63
2024-04-19,S2,P1,S2_P1,109,4,False,40
2024-04-20,S2,P1,S2_P1,110,5,False,97
2024-04-21,S2,P1,S2_P1,111,6,False,65
2024-04-22,S2,P1,S2_P1,112,0,False,62
2024-04-23,S2,P1,S2_P1,113,1,False,64
2024-04-24,S2,P1,S2_P1,114,2,False,56
2024-04-25,S2,P1,S2_P1,115,3,False,38
2024-04-26,S2,P1,S2_P1,116,4,False,56
2024-04-27,S2,P1,S2_P1,117,5,False,47
2024-04-28,S2,P1,S2_P1,118,6,False,81
2024-04-29,S2,P1,S2_P1,119,0,False,27
2024-04-30,S2,P1,S2_P1,120,1,False,54
2024-05-01,S2,P1,S2_P1,121,2,False,48
2024-05-02,S2,P1,S2_P1,122,3,False,67
2024-05-03,S2,P1,S2_P1,123,4,False,60
2024-05-04,S2,P1,S2_P1,124,5,False,51
2024-05-05,S2,P1,S2_P1,125,6,False,44
2024-05-06,S2,P1,S2_P1,126,0,False,32
2024-05-07,S2,P1,S2_P1,127,1,False,39
2024-05-08,S2,P1,S2_P1,128,2,False,44
2024-05-09,S2,P1,S2_P1,129,3,False,38
2024-05-10,S2,P1,S2_P1,130,4,True,110
2024-05-11,S2,P1,S2_P1,131,5,False,68
2024-05-12,S2,P1,S2_P1,132,6,False,23
2024-05-13,S2,P1,S2_P1,133,0,False,54
2024-05-14,S2,P1,S2_P1,134,1,True,48
2024-05-15,S2,P1,S2_P1,135,2,False,37
2024-05-16,S2,P1,S2_P1,136,3,False,46
2024-05-17,S2,P1,S2_P1,137,4,False,40
2024-05-18,S2,P1,S2_P1,138,5,False,67
2024-05-19,S2,P1,S2_P1,139,6,False,43
2024-05-20,S2,P1,S2_P1,140,0,False,39
2024-05-21,S2,P1,S2_P1,141,1,False,47
2024-05-22,S2,P1,S2_P1,142,2,False,49
2024-05-23,S2,P1,S2_P1,143,3,False,44
2024-05-24,S2,P1,S2_P1,144,4,False,51
2024-05-25,S2,P1,S2_P1,145,5,False,37
2024-05-26,S2,P1,S2_P1,146,6,False,49
2024-05-27,S2,P1,S2_P1,147,0,False,68
2024-05-28,S2,P1,S2_P1,148,1,True,44
2024-05-29,S2,P1,S2_P1,149,2,False,34
2024-05-30,S2,P1,S2_P1,150,3,False,20
2024-05-31,S2,P1,S2_P1,151,4,False,34
2024-06-01,S2,P1,S2_P1,152,5,False,59
2024-06-02,S2,P1,S2_P1,153,6,False,33
2024-06-03,S2,P1,S2_P1,154,0,False,18
2024-06-04,S2,P1,S2_P1,155,1,False,24
2024-06-05,S2,P1,S2_P1,156,2,False,42
2024-06-06,S2,P1,S2_P1,157,3,False,53
2024-06-07,S2,P1,S2_P1,158,4,False,58
2024-06-08,S2,P1,S2_P1,159,5,False,41
2024-06-09,S2,P1,S2_P1,160,6,False,64
2024-06-10,S2,P1,S2_P1,161,0,False,29
2024-06-11,S2,P1,S2_P1,162,1,False,59
2024-06-12,S2,P1,S2_P1,163,2,False,26
2024-06-13,S2,P1,S2_P1,164,3,False,43
2024-06-14,S2,P1,S2_P1,165,4,True,39
2024-06-15,S2,P1,S2_P1,166,5,False,87
2024-06-16,S2,P1,S2_P1,167,6,False,60
2024-06-17,S2,P1,S2_P1,168,0,False,62
2024-06-18,S2,P1,S2_P1,169,1,False,43
2024-06-19,S2,P1,S2_P1,170,2,False,51
2024-06-20,S2,P1,S2_P1,171,3,False,41
2024-06-21,S2,P1,S2_P1,172,4,False,43
2024-06-22,S2,P1,S2_P1,173,5,False,62
2024-06-23,S2,P1,S2_P1,174,6,True,100
2024-06-24,S2,P1,S2_P1,175,0,True,63
2024-06-25,S2,P1,S2_P1,176,1,False,20
2024-06-26,S2,P1,S2_P1,177,2,False,42
2024-06-27,S2,P1,S2_P1,178,3,False,24
2024-06-28,S2,P1,S2_P1,179,4,False,37
2024-06-29,S2,P1,S2_P1,180,5,False,66
2024-06-30,S2,P1,S2_P1,181,6,False,55
2024-07-01,S2,P1,S2_P1,182,0,False,98
2024-07-02,S2,P1,S2_P1,183,1,False,56
2024-07-03,S2,P1,S2_P1,184,2,False,45
2024-07-04,S2,P1,S2_P1,185,3,False,38
2024-07-05,S2,P1,S2_P1,186,4,False,37
2024-07-06,S2,P1,S2_P1,187,5,False,56
2024-07-07,S2,P1,S2_P1,188,6,False,67
2024-07-08,S2,P1,S2_P1,189,0,False,68
2024-07-09,S2,P1,S2_P1,190,1,False,26
2024-07-10,S2,P1,S2_P1,191,2,False,22
2024-07-11,S2,P1,S2_P1,192,3,False,26
2024-07-12,S2,P1,S2_P1,193,4,False,69
2024-07-13,S2,P1,S2_P1,194,5,True,64
2024-07-14,S2,P1,S2_P1,195,6,False,18
2024-07-15,S2,P1,S2_P1,196,0,False,25
2024-07-16,S2,P1,S2_P1,197,1,False,26
2024-07-17,S2,P1,S2_P1,198,2,False,32
2024-07-18,S2,P1,S2_P1,199,3,False,32
2024-07-19,S2,P1,S2_P1,200,4,False,23
2024-07-20,S2,P1,S2_P1,201,5,False,49
2024-07-21,S2,P1,S2_P1,202,6,False,88
2024-07-22,S2,P1,S2_P1,203,0,False,47
2024-07-23,S2,P1,S2_P1,204,1,False,39
2024-07-24,S2,P1,S2_P1,205,2,True,36
2024-07-25,S2,P1,S2_P1,206,3,False,30
2024-07-26,S2,P1,S2_P1,207,4,False,26
2024-07-27,S2,P1,S2_P1,208,5,False,61
2024-07-28,S2,P1,S2_P1,209,6,True,70
2024-07-29,S2,P1,S2_P1,210,0,False,58
2024-07-30,S2,P1,S2_P1,211,1,False,29
2024-07-31,S2,P1,S2_P1,212,2,True,42
2024-08-01,S2,P1,S2_P1,213,3,False,43
2024-08-02,S2,P1,S2_P1,214,4,False,66
2024-08-03,S2,P1,S2_P1,215,5,False,69
2024-08-04,S2,P1,S2_P1,216,6,False,61
2024-08-05,S2,P1,S2_P1,217,0,False,26
2024-08-06,S2,P1,S2_P1,218,1,False,33
2024-08-07,S2,P1,S2_P1,219,2,False,48
2024-08-08,S2,P1,S2_P1,220,3,False,42
2024-08-09,S2,P1,S2_P1,221,4,False,29
2024-08-10,S2,P1,S2_P1,222,5,False,63
2024-08-11,S2,P1,S2_P1,223,6,False,78
2024-08-12,S2,P1,S2_P1,224,0,False,38
2024-08-13,S2,P1,S2_P1,225,1,False,29
2024-08-14,S2,P1,S2_P1,226,2,False,26
2024-08-15,S2,P1,S2_P1,227,3,False,27
2024-08-16,S2,P1,S2_P1,228,4,False,40
2024-08-17,S2,P1,S2_P1,229,5,False,45
2024-08-18,S2,P1,S2_P1,230,6,False,40
2024-08-19,S2,P1,S2_P1,231,0,False,19
2024-08-20,S2,P1,S2_P1,232,1,False,39
2024-08-21,S2,P1,S2_P1,233,2,False,45
2024-08-22,S2,P1,S2_P1,234,3,False,36
2024-08-23,S2,P1,S2_P1,235,4,False,42
2024-08-24,S2,P1,S2_P1,236,5,False,47
2024-08-25,S2,P1,S2_P1,237,6,False,40
2024-08-26,S2,P1,S2_P1,238,0,False,45
2024-08-27,S2,P1,S2_P1,239,1,True,97
2024-08-28,S2,P1,S2_P1,240,2,False,30
2024-08-29,S2,P1,S2_P1,241,3,False,23
2024-08-30,S2,P1,S2_P1,242,4,False,51
2024-08-31,S2,P1,S2_P1,243,5,False,56
2024-09-01,S2,P1,S2_P1,244,6,False,47
2024-09-02,S2,P1,S2_P1,245,0,False,26
2024-09-03,S2,P1,S2_P1,246,1,False,14
2024-09-04,S2,P1,S2_P1,247,2,False,68
2024-09-05,S2,P1,S2_P1,248,3,False,49
2024-09-06,S2,P1,S2_P1,249,4,False,57
2024-09-07,S2,P1,S2_P1,250,5,True,177
2024-09-08,S2,P1,S2_P1,251,6,False,41
2024-09-09,S2,P1,S2_P1,252,0,False,39
2024-09-10,S2,P1,S2_P1,253,1,True,42
2024-09-11,S2,P1,S2_P1,254,2,False,28
2024-09-12,S2,P1,S2_P1,255,3,False,51
2024-09-13,S2,P1,S2_P1,256,4,False,40
2024-09-14,S2,P1,S2_P1,257,5,False,32
2024-09-15,S2,P1,S2_P1,258,6,False,55
2024-09-16,S2,P1,S2_P1,259,0,False,49
2024-09-17,S2,P1,S2_P1,260,1,False,28
2024-09-18,S2,P1,S2_P1,261,2,False,51
2024-09-19,S2,P1,S2_P1,262,3,False,42
2024-09-20,S2,P1,S2_P1,263,4,False,48
2024-09-21,S2,P1,S2_P1,264,5,False,42
2024-09-22,S2,P1,S2_P1,265,6,False,56
2024-09-23,S2,P1,S2_P1,266,0,False,70
2024-09-24,S2,P1,S2_P1,267,1,False,24
2024-09-25,S2,P1,S2_P1,268,2,False,28
2024-09-26,S2,P1,S2_P1,269,3,False,38
2024-09-27,S2,P1,S2_P1,270,4,False,53
2024-09-28,S2,P1,S2_P1,271,5,False,49
2024-09-29,S2,P1,S2_P1,272,6,False,38
2024-09-30,S2,P1,S2_P1,273,0,False,16
2024-10-01,S2,P1,S2_P1,274,1,False,46
2024-10-02,S2,P1,S2_P1,275,2,False,43
2024-10-03,S2,P1,S2_P1,276,3,False,36
2024-10-04,S2,P1,S2_P1,277,4,False,98
2024-10-05,S2,P1,S2_P1,278,5,False,41
2024-10-06,S2,P1,S2_P1,279,6,False,104
2024-10-07,S2,P1,S2_P1,280,0,False,60
2024-10-08,S2,P1,S2_P1,281,1,True,44
2024-10-09,S2,P1,S2_P1,282,2,False,62
2024-10-10,S2,P1,S2_P1,283,3,False,72
2024-10-11,S2,P1,S2_P1,284,4,False,38
2024-10-12,S2,P1,S2_P1,285,5,False,50
2024-10-13,S2,P1,S2_P1,286,6,False,50
2024-10-14,S2,P1,S2_P1,287,0,False,15
2024-10-15,S2,P1,S2_P1,288,1,False,25
2024-10-16,S2,P1,S2_P1,289,2,False,26
2024-10-17,S2,P1,S2_P1,290,3,False,37
2024-10-18,S2,P1,S2_P1,291,4,False,59
2024-10-19,S2,P1,S2_P1,292,5,False,62
2024-10-20,S2,P1,S2_P1,293,6,False,26
2024-10-21,S2,P1,S2_P1,294,0,False,42
2024-10-22,S2,P1,S2_P1,295,1,False,47
2024-10-23,S2,P1,S2_P1,296,2,False,47
2024-10-24,S2,P1,S2_P1,297,3,True,65
2024-10-25,S2,P1,S2_P1,298,4,False,37
2024-10-26,S2,P1,S2_P1,299,5,False,44
2024-10-27,S2,P1,S2_P1,300,6,False,41
2024-10-28,S2,P1,S2_P1,301,0,False,49
2024-10-29,S2,P1,S2_P1,302,1,False,55
2024-10-30,S2,P1,S2_P1,303,2,False,27
2024-10-31,S2,P1,S2_P1,304,3,False,48
2024-11-01,S2,P1,S2_P1,305,4,True,34
2024-11-02,S2,P1,S2_P1,306,5,False,32
2024-11-03,S2,P1,S2_P1,307,6,False,24
2024-11-04,S2,P1,S2_P1,308,0,False,22
2024-11-05,S2,P1,S2_P1,309,1,False,29
2024-11-06,S2,P1,S2_P1,310,2,False,30
2024-11-07,S2,P1,S2_P1,311,3,False,17
2024-11-08,S2,P1,S2_P1,312,4,False,40
2024-11-09,S2,P1,S2_P1,313,5,False,29
2024-11-10,S2,P1,S2_P1,314,6,False,70
2024-11-11,S2,P1,S2_P1,315,0,False,71
2024-11-12,S2,P1,S2_P1,316,1,False,43
2024-11-13,S2,P1,S2_P1,317,2,False,21
2024-11-14,S2,P1,S2_P1,318,3,False,44
2024-11-15,S2,P1,S2_P1,319,4,False,31
2024-11-16,S2,P1,S2_P1,320,5,False,59
2024-11-17,S2,P1,S2_P1,321,6,False,48
2024-11-18,S2,P1,S2_P1,322,0,False,27
2024-11-19,S2,P1,S2_P1,323,1,False,29
2024-11-20,S2,P1,S2_P1,324,2,False,34
2024-11-21,S2,P1,S2_P1,325,3,False,29
2024-11-22,S2,P1,S2_P1,326,4,False,40
2024-11-23,S2,P1,S2_P1,327,5,False,53
2024-11-24,S2,P1,S2_P1,328,6,False,58
2024-11-25,S2,P1,S2_P1,329,0,False,69
2024-11-26,S2,P1,S2_P1,330,1,False,70
